name_of_dish,ingredients,preparation_time,cooking_time,course,cuisine_state,method,url,flavour_type
Curd Rice,"cooked rice, yogurt, milk, mustard seeds, green chilli, ginger, curry leaves, pomegranate, oil, salt",10 minutes,5 minutes,Main Course,Tamil Nadu,"Mix cooked rice with yogurt and milk. | Temper mustard seeds, chilli, ginger and curry leaves. | Mix tempering into curd rice. | Add pomegranate and serve at room temperature.",https://www.vegrecipesofindia.com/wp-content/uploads/curd-rice-recipe.jpg,Cooling & Mild
Lemon Rice,"cooked rice, lemon juice, peanuts, mustard seeds, turmeric, curry leaves, green chilli, oil, salt",10 minutes,10 minutes,Main Course,Tamil Nadu,"Temper mustard seeds and curry leaves in oil. | Add peanuts and fry. | Add turmeric, green chilli and cooked rice. | Add lemon juice and mix well. | Serve warm or at room temperature.",https://www.vegrecipesofindia.com/wp-content/uploads/lemon-rice-recipe.jpg,Tangy & Savory
Tamarind Rice,"cooked rice, tamarind paste, peanuts, mustard seeds, chana dal, urad dal, dry red chilli, curry leaves, oil, salt",15 minutes,15 minutes,Main Course,Tamil Nadu,"Cook rice and spread to cool. | Extract thick tamarind juice and cook with spices, peanuts and lentils. | Prepare tempering with mustard seeds, urad dal, curry leaves and dry red chilli. | Add the tamarind mixture to tempering and cook until thick. | Mix the tamarind paste with rice gradually. | Add sesame seeds and adjust salt. | Serve at room temperature.",https://www.vegrecipesofindia.com/wp-content/uploads/tamarind-rice-recipe.jpg,Tangy & Nutty
Coconut Rice,"cooked rice, grated coconut, mustard seeds, curry leaves, cashews, dry red chilli, oil, salt",10 minutes,10 minutes,Main Course,Karnataka,"Temper mustard seeds, curry leaves, cashews and red chilli. | Add grated coconut and fry lightly. | Mix into cooked rice. | Season with salt. | Serve warm with papad.",https://www.vegrecipesofindia.com/wp-content/uploads/coconut-rice-recipe.jpg,Mild & Coconuty
Tomato Rice,"cooked rice, tomato, onion, green chilli, mustard seeds, curry leaves, turmeric, coriander, oil, salt",10 minutes,15 minutes,Main Course,Tamil Nadu,"Cook rice and keep aside. | Blanch tomatoes, peel and make puree. | Heat oil and add mustard seeds, curry leaves and chana dal. | Add onion and saute well. | Add tomato puree and spices and cook until thick. | Mix the tomato masala with rice. | Serve with papad and raita.",https://www.vegrecipesofindia.com/wp-content/uploads/tomato-rice-recipe.jpg,Tangy & Savory
Vangi Bath,"brinjal, rice, vangi bath powder, tamarind, onion, mustard seeds, curry leaves, oil, salt",15 minutes,25 minutes,Main Course,Karnataka,Roast and grind fresh vangi bath masala with spices and coconut. | Cook rice and keep aside. | Heat oil and add mustard seeds and curry leaves. | Add small brinjal cut into quarters. | Cook brinjal until tender. | Add vangi bath powder and mix. | Combine with rice and serve hot.,https://www.vegrecipesofindia.com/wp-content/uploads/vangi-bath-recipe.jpg,Tangy & Spiced
Bisibele Bath,"rice, toor dal, mixed vegetables, bisibele bath powder, tamarind, ghee, cashews, curry leaves, salt",15 minutes,45 minutes,Main Course,Karnataka,"Pressure cook rice and toor dal together until very soft. | Soak and boil mixed vegetables separately. | Prepare bisibele bath masala by dry roasting and grinding spices. | Combine cooked rice, dal and vegetables in a pot. | Add tamarind water and bisibele bath masala. | Simmer until everything blends well. | Add a generous tempering of ghee, mustard and cashews.",https://www.vegrecipesofindia.com/wp-content/uploads/bisi-bele-bath-recipe.jpg,Tangy & Spiced
Pulao,"basmati rice, mixed vegetables, onion, cumin, bay leaf, cloves, cardamom, ghee, salt",10 minutes,25 minutes,Main Course,North Indian,"Heat ghee and saut̩ whole spices and onion. | Add vegetables and rice. | Add water, salt and cook. | Cover and simmer until rice is cooked. | Fluff with fork and serve hot.",https://www.vegrecipesofindia.com/wp-content/uploads/pulao-recipe.jpg,Aromatic & Mild
Jeera Rice,"basmati rice, cumin seeds, ghee, salt",30 minutes (soaking),15 minutes,Main Course,North Indian,Wash and soak basmati rice for 20 minutes. | Heat ghee in a pan and add cumin seeds. | Let cumin splutter and turn aromatic. | Add drained rice and fry for 2 minutes. | Add hot water in 1:2 ratio and salt. | Cook covered on low flame until done. | Fluff with fork and serve garnished with coriander.,https://www.vegrecipesofindia.com/wp-content/uploads/jeera-rice-recipe.jpg,Aromatic & Mild
Matar Pulao,"basmati rice, green peas, onion, cumin, bay leaf, ghee, salt",30 minutes (soaking),20 minutes,Main Course,North Indian,"Wash and soak basmati rice for 20 minutes. | Heat ghee and add whole spices. | Add onion and saute until translucent. | Add fresh or frozen peas and stir. | Add drained rice and mix well. | Add hot water and salt, cover and cook until done. | Fluff gently and serve with raita.",https://www.vegrecipesofindia.com/wp-content/uploads/matar-pulao-recipe.jpg,Mild & Aromatic
Mushroom Pulao,"basmati rice, mushrooms, onion, ginger, garlic, cumin, garam masala, ghee, salt",30 minutes (soaking),25 minutes,Main Course,North Indian,"Saut̩ onion, ginger and garlic in ghee. | Add mushrooms and spices and cook. | Add soaked rice and water. | Cover and cook until rice is done. | Fluff and serve hot.",https://www.vegrecipesofindia.com/wp-content/uploads/mushroom-pulao-recipe.jpg,Earthy & Aromatic
Capsicum Rice,"cooked rice, capsicum, onion, mustard seeds, curry leaves, turmeric, oil, salt",10 minutes,15 minutes,Main Course,South Indian,"Heat oil and temper mustard seeds and curry leaves. | Add onion and saut̩. | Add capsicum, turmeric and salt. | Cook briefly. | Add cooked rice and toss well. | Serve warm.",https://www.vegrecipesofindia.com/wp-content/uploads/capsicum-rice-recipe.jpg,Mild & Savory
Spinach Dal,"toor dal, spinach, onion, tomato, garlic, cumin, turmeric, ghee, salt",10 minutes,30 minutes,Main Course,North Indian,"Pressure cook toor dal until soft. | Blanch spinach and roughly chop. | Heat oil and add cumin seeds. | Add onion, garlic and tomato and cook well. | Add all spices and cook until oil separates. | Add cooked dal and spinach and mix. | Simmer for 5 minutes and serve with rice.",https://www.vegrecipesofindia.com/wp-content/uploads/palak-dal-recipe.jpg,Earthy & Savory
Moong Dal Tadka,"yellow moong dal, onion, tomato, garlic, cumin, turmeric, ghee, coriander, salt",5 minutes,20 minutes,Main Course,North Indian,"Cook moong dal until soft. | Prepare tadka with ghee, cumin, garlic and onion. | Add tomatoes and spices. | Pour over dal and simmer. | Garnish with coriander. | Serve hot.",https://www.vegrecipesofindia.com/wp-content/uploads/moong-dal-recipe.jpg,Light & Savory
Arhar Dal,"toor (arhar) dal, tomato, onion, garlic, turmeric, cumin, ghee, coriander, salt",5 minutes,25 minutes,Main Course,North Indian,"Pressure cook dal with turmeric. | Prepare tadka with ghee, cumin and garlic. | Add onion and tomato and cook. | Mix tadka into dal. | Simmer briefly. | Garnish and serve.",https://www.vegrecipesofindia.com/wp-content/uploads/arhar-dal-recipe.jpg,Comforting & Savory
Urad Dal,"whole urad dal, onion, tomato, ginger, garlic, cumin, turmeric, ghee, salt",8 hours (soaking),40 minutes,Main Course,Punjab,"Soak urad dal and pressure cook. | Prepare tadka with ghee and spices. | Saut̩ onion, ginger, garlic and tomato. | Mix with dal and simmer. | Serve hot with rice or roti.",https://www.vegrecipesofindia.com/wp-content/uploads/urad-dal-recipe.jpg,Rich & Savory
Chana Dal,"chana dal, onion, tomato, garlic, cumin, turmeric, coriander, ghee, salt",30 minutes (soaking),30 minutes,Main Course,North Indian,"Soak and cook chana dal until soft. | Prepare tadka with ghee, cumin and garlic. | Add onion, tomato and spices. | Mix into dal and simmer. | Garnish with coriander. | Serve with rice.",https://www.vegrecipesofindia.com/wp-content/uploads/chana-dal-recipe.jpg,Nutty & Savory
Sambhar Dal,"toor dal, mixed vegetables, tamarind, sambar powder, mustard seeds, curry leaves, tomato, oil, salt",15 minutes,35 minutes,Main Course,Tamil Nadu,"Cook dal until soft. | Add tamarind water, vegetables and sambar powder. | Simmer until vegetables are tender. | Temper mustard seeds and curry leaves. | Mix and serve with rice.",https://www.vegrecipesofindia.com/wp-content/uploads/sambar-dal-recipe.jpg,Tangy & Savory
Gujarati Dal,"toor dal, jaggery, tamarind, kokum, tomato, peanuts, mustard seeds, curry leaves, oil, salt",10 minutes,25 minutes,Main Course,Gujarat,"Cook dal with tomatoes. | Add jaggery, tamarind and kokum. | Prepare tempering with mustard seeds, curry leaves and peanuts. | Mix into dal. | Simmer and adjust balance of sweet, sour and salt. | Serve with rice.",https://www.vegrecipesofindia.com/wp-content/uploads/gujarati-dal-recipe.jpg,Sweet & Tangy
Maharashtrian Varan,"toor dal, turmeric, ghee, mustard seeds, cumin, asafoetida, salt",5 minutes,20 minutes,Main Course,Maharashtra,"Pressure cook dal with turmeric. | Mash until smooth. | Temper mustard seeds, cumin and asafoetida in ghee. | Mix into dal. | Adjust consistency with water. | Serve over rice with ghee.",https://www.vegrecipesofindia.com/wp-content/uploads/varan-bhaat-recipe.jpg,Simple & Savory
Rajasthani Toor Dal,"toor dal, ghee, cumin, mustard seeds, asafoetida, turmeric, red chilli, amchur, salt",5 minutes,25 minutes,Main Course,Rajasthan,"Cook toor dal until soft. | Heat ghee and add cumin, mustard seeds and asafoetida. | Add turmeric, chilli and amchur. | Mix tadka into dal. | Serve with baati or roti.",https://www.vegrecipesofindia.com/wp-content/uploads/rajasthani-dal-recipe.jpg,Tangy & Savory
Dhansak Dal,"mixed lentils (toor, masoor, moong), pumpkin, fenugreek, dhansak masala, tamarind, onion, ginger, garlic, oil, salt",15 minutes,45 minutes,Main Course,Gujarat (Parsi),"Cook mixed dals with pumpkin and fenugreek. | Blend coarsely. | Saut̩ onion, ginger, garlic with dhansak masala. | Add dal and tamarind. | Simmer until thick. | Serve with brown rice.",https://www.vegrecipesofindia.com/wp-content/uploads/dhansak-recipe.jpg,Tangy & Spiced
Paneer Makhani,"paneer, tomato puree, cream, butter, onion paste, ginger-garlic paste, cashews, garam masala, kasuri methi, salt",15 minutes,30 minutes,Main Course,Punjab,"Marinate paneer in spiced yogurt and grill or pan fry. | Blend tomatoes, cashews and onion to a smooth paste. | Heat butter and add whole spices. | Add the tomato paste and cook until oil separates. | Add cream, honey and kasuri methi. | Add grilled paneer and simmer for 5 minutes. | Serve garnished with cream and coriander.",https://www.vegrecipesofindia.com/wp-content/uploads/paneer-makhani-recipe.jpg,Rich & Creamy
Shahi Paneer,"paneer, cashews, onion, tomato, cream, cardamom, saffron, ghee, garam masala, salt",15 minutes,25 minutes,Main Course,Mughlai,"Blend cashews, onion and tomato into smooth paste. | Fry paste in ghee until oil separates. | Add spices and cream. | Add paneer cubes and saffron. | Simmer briefly. | Serve hot.",https://www.vegrecipesofindia.com/wp-content/uploads/shahi-paneer-recipe.jpg,Royal & Creamy
Paneer Pasanda,"paneer, onion paste, tomato puree, cashews, cream, whole spices, oil, salt",20 minutes,25 minutes,Main Course,Mughlai,"Cut paneer into triangles and stuff with dry fruit filling. | Dip stuffed paneer in batter and shallow fry until golden. | Make rich gravy with onion, cashew and melon seed paste. | Add whole spices, ginger-garlic paste and tomato puree. | Cook until oil separates then add cream. | Slide in fried stuffed paneer pieces. | Simmer briefly and garnish with saffron.",https://www.vegrecipesofindia.com/wp-content/uploads/paneer-pasanda-recipe.jpg,Rich & Mild
Achari Paneer,"paneer, mustard seeds, fennel, nigella seeds, fenugreek, onion, tomato, yogurt, oil, salt",15 minutes,25 minutes,Main Course,North Indian,"Grind pickling spices like fennel, nigella, mustard and fenugreek coarsely. | Heat mustard oil and add the achari spices. | Add onion and cook until golden. | Add tomato puree and cook until thick. | Add yogurt and cook stirring well. | Add cubed paneer and toss gently. | Finish with dried mango powder and fresh coriander.",https://www.vegrecipesofindia.com/wp-content/uploads/achari-paneer-recipe.jpg,Tangy & Spiced
Paneer Kofta Curry,"paneer, potato, cornflour, onion, tomato, cream, garam masala, oil, salt",25 minutes,30 minutes,Main Course,North Indian,"Grate paneer and mix with mashed potato, cornflour and spices. | Shape into round balls and deep fry until golden. | Blend onion, tomato and cashews to a smooth paste. | Heat oil and add whole spices. | Cook the blended paste until oil separates. | Add cream, kasuri methi and salt. | Add koftas just before serving and simmer briefly.",https://www.vegrecipesofindia.com/wp-content/uploads/paneer-kofta-recipe.jpg,Rich & Savory
Paneer Jalfrezi,"paneer, capsicum, onion, tomato, green chilli, ginger, vinegar, soy sauce, oil, salt",15 minutes,15 minutes,Main Course,North Indian,"Cut paneer and vegetables into strips. | Saut̩ onion, ginger and green chilli. | Add tomato, capsicum and paneer. | Add vinegar and soy sauce. | Toss on high heat. | Serve hot.",https://www.vegrecipesofindia.com/wp-content/uploads/paneer-jalfrezi-recipe.jpg,Tangy & Spicy
Saag Paneer,"mixed greens (sarson, spinach), paneer, onion, garlic, green chilli, butter, garam masala, salt",15 minutes,30 minutes,Main Course,Punjab,"Blanch and blend greens coarsely. | Saut̩ onion, garlic and chilli in butter. | Add blended saag and spices. | Add paneer cubes and simmer. | Serve hot with roti.",https://www.vegrecipesofindia.com/wp-content/uploads/saag-paneer-recipe.jpg,Earthy & Savory
Paneer Korma,"paneer, onion, cashews, yogurt, cream, cardamom, cloves, saffron, oil, salt",20 minutes,25 minutes,Main Course,Mughlai,"Blend cashews and onion to paste. | Fry in oil until fragrant. | Add yogurt, cream and spices. | Add paneer cubes and saffron. | Simmer on low heat. | Serve with naan.",https://www.vegrecipesofindia.com/wp-content/uploads/paneer-korma-recipe.jpg,Mild & Aromatic
Paneer Chilli,"paneer, capsicum, onion, cornflour, soy sauce, green chilli, garlic, vinegar, tomato ketchup, oil, salt",15 minutes,20 minutes,Starter,Indo-Chinese,"Coat paneer in cornflour and fry. | Saut̩ garlic, green chilli and onion. | Add capsicum and sauces. | Add fried paneer and toss. | Garnish with spring onion. | Serve hot.",https://www.vegrecipesofindia.com/wp-content/uploads/chilli-paneer-recipe.jpg,Spicy & Tangy
Veg Manchurian,"mixed vegetables, cornflour, soy sauce, garlic, ginger, green chilli, spring onion, oil, salt",20 minutes,20 minutes,Starter,Indo-Chinese,"Shred vegetables, mix with flour and form balls. | Deep fry until golden. | Saut̩ garlic, ginger and green chilli. | Add soy sauce and water for gravy. | Add balls and toss. | Garnish with spring onion.",https://www.vegrecipesofindia.com/wp-content/uploads/veg-manchurian-recipe.jpg,Spicy & Umami
